    Step 	 <(r-r')^2> 	 <(v-v')^2> 
827	0.33317	0.0170427
828	0.252976	0.0172823
829	0.294681	0.0174869
830	0.357413	0.0176254
831	0.357421	0.0177114
832	0.415133	0.0177826
833	0.382952	0.0178894
834	0.404896	0.0180754
835	0.394147	0.0183614
836	0.39741	0.0187438
837	0.272911	0.0192156
838	0.272802	0.0197236
839	0.272694	0.0202548
840	0.149829	0.0208384
841	0.0748338	0.0214342
842	0.100287	0.0220105
843	0.123344	0.0225143
844	0.123348	0.0228906
845	0.160242	0.0231858
846	0.160289	0.0234649
847	0.160337	0.0237486
848	0.123372	0.0240522
849	0.12338	0.0244022
850	0.12339	0.0248032
851	0.1234	0.0252218
852	0.125568	0.025629
853	0.10037	0.0260675
854	0.163179	0.0266224
855	0.14284	0.0273361
856	0.0750415	0.0281654
857	0.0750723	0.0290222
858	0.270746	0.0298157
859	0.270543	0.0306055
860	0.263209	0.0313593
861	0.142099	0.0320905
862	0.141962	0.0328489
863	0.102333	0.033702
864	0.186267	0.0347137
865	0.185982	0.0359125
866	0.148833	0.0372596
867	0.0842244	0.038668
868	0.282471	0.0400699
869	0.282434	0.041341
870	0.120817	0.0423459
871	0.120764	0.0430596
872	0.0374398	0.0435392
873	0.00047332	0.0438851
874	0.000482622	0.0442296
875	0.0298414	0.0447292
876	0.115756	0.0455193
877	0.115794	0.046651
878	0.115832	0.0480733
879	0.115872	0.0496442
880	0.115912	0.0510897
881	0.115954	0.0521441
882	0.115996	0.0530531
883	0.000582584	0.0537607
884	0.0837114	0.0541815
885	0.122588	0.0544226
886	0.122553	0.0545661
887	0.122519	0.0546313
888	0.0835302	0.0546061
889	0.0834853	0.0544777
890	0.143278	0.0543387
891	0.143332	0.0541686
892	0.115283	0.0539462
893	0.115279	0.0536795
894	0.115273	0.053388
895	0.115267	0.0530742
896	0.167489	0.0526891
897	0.219953	0.0522594
898	0.247153	0.0519972
899	0.247105	0.0520667
900	0.247057	0.0525595
901	0.24701	0.0534386
902	0.246963	0.0545322
903	0.246917	0.055747
904	0.246872	0.05716
905	0.246827	0.0589401
906	0.142309	0.0611512
907	0.142291	0.0637885
908	0.186295	0.0668516
909	0.186198	0.0701038
910	0.186102	0.0732838
911	0.2428	0.0763412
912	0.230996	0.0792556
913	0.389145	0.0819247
914	0.332012	0.0841903
915	0.251568	0.0859674
916	0.215004	0.0872822
917	0.215022	0.088208
918	0.215041	0.0887431
919	0.215061	0.088797
920	0.202691	0.0885057
921	0.241643	0.0882418
922	0.163258	0.0882814
923	0.186392	0.0888161
924	0.211901	0.0899954
925	0.24014	0.0919075
926	0.289769	0.0945857
927	0.264254	0.0979692
928	0.212361	0.101846
929	0.212483	0.105848
930	0.166139	0.109564
931	0.166233	0.11137
932	0.141054	0.112339
933	0.141093	0.113522
934	0.141134	0.115001
935	0.141177	0.116759
936	0.163815	0.118716
937	0.163874	0.120754
938	0.163936	0.12258
939	0.180742	0.1238
940	0.180801	0.124676
941	0.164139	0.125338
942	0.164213	0.12588
943	0.264896	0.126861
944	0.239761	0.128474
945	0.361123	0.130436
946	0.358324	0.132874
947	0.419829	0.135775
948	0.374069	0.138984
949	0.28275	0.14227
950	0.282826	0.145459
951	0.282904	0.148069
952	0.313689	0.149584
953	0.331308	0.151078
954	0.331401	0.152951
955	0.291039	0.15524
956	0.29114	0.157902
957	0.341714	0.160787
958	0.329015	0.163539
959	0.32912	0.165884
960	0.368135	0.167962
961	0.431813	0.169939
962	0.482315	0.171752
963	0.482394	0.173335
964	0.57678	0.174901
965	0.576767	0.176677
966	0.584988	0.178798
967	0.636118	0.181411
968	0.751107	0.184671
969	0.710611	0.188599
970	0.686181	0.192899
971	0.787157	0.194434
972	0.829335	0.19392
973	0.860567	0.192991
974	0.839919	0.192667
975	0.910368	0.193405
976	0.816578	0.195302
977	0.847483	0.198279
978	0.937023	0.202133
979	0.93707	0.206621
980	0.961271	0.211609
981	0.96135	0.217049
982	0.995432	0.222938
983	0.893626	0.229318
984	0.929094	0.236273
985	0.865835	0.243754
986	0.875331	0.251364
987	0.84017	0.258184
988	1.01212	0.263397
989	0.95933	0.266896
990	0.930675	0.26969
991	0.892376	0.273153
992	0.892474	0.277266
993	0.89711	0.281653
994	0.897137	0.286024
995	0.897163	0.289823
996	0.977862	0.292836
997	0.977789	0.29543
998	0.977717	0.297851
999	0.977645	0.300219
1000	0.977575	0.302695
1001	0.918974	0.30537
1002	0.947002	0.30827
1003	0.940062	0.311377
1004	0.939925	0.314657
1005	0.942668	0.318091
1006	0.827587	0.321628
1007	0.852764	0.325208
1008	0.85263	0.328773
1009	0.873935	0.332222
1010	0.84833	0.335524
1011	0.924279	0.338808
1012	0.89571	0.342185
1013	0.864908	0.34584
1014	0.839239	0.34997
1015	0.839068	0.354516
1016	0.972567	0.359225
1017	0.972444	0.363969
1018	0.972324	0.368807
1019	1.06102	0.373527
1020	1.06093	0.376741
1021	1.03635	0.377976
1022	1.09618	0.379083
1023	1.12052	0.380541
1024	1.12041	0.382596
1025	1.04569	0.385334
1026	1.06419	0.388789
1027	1.06415	0.392976
1028	1.03997	0.397858
1029	1.03999	0.403241
1030	1.18884	0.408842
1031	1.16357	0.414483
1032	1.14478	0.420155
1033	1.17705	0.425936
1034	1.20763	0.431848
1035	1.23399	0.437796
1036	1.22729	0.443745
1037	1.19658	0.450177
1038	1.17242	0.457256
1039	1.17235	0.464992
1040	1.14026	0.473176
1041	1.08185	0.481479
1042	1.1052	0.489626
1043	1.10526	0.496705
1044	1.07871	0.502686
1045	1.19199	0.508327
1046	1.20095	0.513654
1047	1.20087	0.518538
1048	1.28324	0.523162
1049	1.37031	0.527799
1050	1.30925	0.532816
1051	1.32844	0.538472
1052	1.32846	0.544749
1053	1.18066	0.551601
1054	1.30986	0.559274
1055	1.34126	0.568026
1056	1.37272	0.577886
1057	1.43365	0.588632
1058	1.43346	0.599832
1059	1.40455	0.610843
1060	1.40438	0.621205
1061	1.40421	0.630784
1062	1.33051	0.639967
1063	1.35461	0.649052
1064	1.18961	0.658131
1065	1.21704	0.667244
1066	1.21704	0.676406
1067	1.38779	0.685586
1068	1.27312	0.694617
1069	1.27318	0.703235
1070	1.27325	0.71144
1071	1.27332	0.71967
1072	1.31056	0.728395
1073	1.36229	0.737782
1074	1.47874	0.74771
1075	1.38587	0.75781
1076	1.22685	0.766953
1077	1.2028	0.775809
1078	1.22299	0.784532
1079	1.22312	0.793289
1080	1.22325	0.802243
1081	1.2547	0.81131
1082	1.28088	0.8203
1083	1.23065	0.829195
1084	1.26302	0.838119
1085	1.20917	0.847357
1086	1.32863	0.857125
1087	1.37427	0.867379
1088	1.26129	0.877187
1089	1.28666	0.886603
1090	1.25504	0.895368
1091	1.25527	0.903076
1092	1.22535	0.909457
1093	1.24973	0.914468
1094	1.24758	0.918214
1095	1.3265	0.920828
1096	1.32677	0.922382
1097	1.32706	0.923111
1098	1.32736	0.923956
1099	1.3661	0.925593
1100	1.33389	0.928316
1101	1.32937	0.932143
1102	1.33331	0.936891
1103	1.38626	0.942332
1104	1.40487	0.948369
1105	1.42797	0.955044
1106	1.42816	0.962453
1107	1.42837	0.970571
1108	1.35415	0.97897
1109	1.38221	0.986854
1110	1.41346	0.994005
1111	1.46334	1.00073
1112	1.56061	1.0073
1113	1.56079	1.01384
1114	1.52602	1.0203
1115	1.52626	1.02651
1116	1.52987	1.03228
1117	1.55894	1.03739
1118	1.58131	1.04163
1119	1.6127	1.04519
1120	1.61307	1.04851
1121	1.68548	1.05202
1122	1.68584	1.05603
1123	1.68623	1.06069
1124	1.71093	1.06597
1125	1.73201	1.07177
1126	1.75605	1.07783
1127	1.84268	1.08361
1128	1.78625	1.08851
1129	1.78665	1.09223
1130	1.71037	1.09496
1131	1.68523	1.09721
1132	1.80081	1.09953
1133	1.88306	1.10219
1134	1.88322	1.10522
1135	1.86375	1.10849
1136	1.90934	1.11211
1137	1.90948	1.11619
1138	1.9785	1.12062
1139	1.92385	1.12517
1140	1.98297	1.12975
1141	2.01108	1.13403
1142	2.01118	1.13775
1143	2.01131	1.14088
1144	2.04281	1.14352
1145	2.04295	1.14435
1146	2.00334	1.14375
1147	2.00348	1.14287
1148	2.00364	1.14274
1149	2.07444	1.14373
1150	2.07465	1.14582
1151	2.09511	1.14873
1152	2.04854	1.15217
1153	2.04882	1.15601
1154	2.08816	1.16008
1155	2.08832	1.16399
1156	2.0885	1.16778
1157	2.17502	1.17215
1158	2.06732	1.17748
1159	1.98821	1.18366
1160	1.96969	1.19047
1161	2.0254	1.19809
1162	1.99568	1.20674
1163	2.01345	1.2164
1164	2.01386	1.22684
1165	1.982	1.2378
1166	1.95459	1.24893
1167	1.95509	1.2597
1168	1.95559	1.26971
1169	2.16896	1.27901
1170	2.22246	1.28764
1171	2.28298	1.29567
1172	2.25529	1.30332
1173	2.30041	1.31079
1174	2.17635	1.31818
1175	2.23348	1.32556
1176	2.26894	1.33309
1177	2.24896	1.34085
1178	2.27477	1.34874
1179	2.27512	1.35634
1180	2.2748	1.36276
1181	2.27512	1.36793
1182	2.27544	1.37299
1183	2.30471	1.37825
1184	2.33777	1.38346
1185	2.33807	1.38842
1186	2.33838	1.3937
1187	2.33872	1.3996
1188	2.31623	1.40627
1189	2.31655	1.41379
1190	2.37328	1.42224
1191	2.50247	1.43163
1192	2.5028	1.44168
1193	2.43495	1.45148
1194	2.46002	1.46063
1195	2.54707	1.46931
1196	2.54752	1.47733
1197	2.54798	1.48503
1198	2.58881	1.49231
1199	2.66054	1.49934
1200	2.59261	1.50636
1201	2.59306	1.51343
1202	2.67081	1.52029
1203	2.67128	1.52662
1204	2.67176	1.53246
1205	2.67227	1.53785
1206	2.68913	1.54324
1207	2.68966	1.54896
1208	2.69022	1.55438
1209	2.72554	1.55897
1210	2.70239	1.56302
1211	2.714	1.56646
1212	2.71459	1.56926
1213	2.77404	1.5717
1214	2.77464	1.57384
1215	2.77526	1.57537
1216	2.7759	1.57628
1217	2.77656	1.57648
1218	2.77725	1.57585
1219	2.77796	1.57442
1220	2.77869	1.57251
1221	2.80494	1.57035
1222	2.78858	1.56811
1223	2.78935	1.56602
1224	2.79015	1.56443
1225	2.76584	1.56355
1226	2.76667	1.56327
1227	2.76752	1.56295
1228	2.81855	1.56328
1229	2.79297	1.56501
1230	2.68867	1.56837
1231	2.68943	1.57331
1232	2.54945	1.57962
1233	2.5502	1.58696
1234	2.55097	1.59474
1235	2.57514	1.60264
1236	2.66815	1.61091
1237	2.68437	1.61943
1238	2.62984	1.62767
1239	2.6425	1.63497
1240	2.6433	1.64103
1241	2.64413	1.64607
1242	2.64497	1.65049
1243	2.58873	1.65465
1244	2.61323	1.65858
1245	2.61402	1.66193
1246	2.61482	1.66418
1247	2.71443	1.66506
1248	2.65236	1.66457
1249	2.62261	1.66298
1250	2.62331	1.66079
1251	2.57389	1.65866
1252	2.57461	1.65726
1253	2.66772	1.65704
1254	2.7204	1.6582
1255	2.72099	1.66055
1256	2.74694	1.66365
1257	2.74747	1.6672
1258	2.82755	1.67119
1259	2.82806	1.67548
1260	2.90708	1.67988
1261	2.90761	1.68427
1262	2.83778	1.68853
1263	2.90184	1.69256
1264	2.90968	1.69657
1265	2.9363	1.7008
1266	3.01796	1.70533
1267	3.01834	1.71008
1268	3.01875	1.71479
1269	3.04837	1.71876
1270	3.04882	1.72179
1271	3.21883	1.72451
1272	3.32116	1.72709
1273	3.34217	1.72921
1274	3.34272	1.72969
1275	3.40774	1.72953
1276	3.40818	1.72995
1277	3.40865	1.73149
1278	3.31389	1.73433
1279	3.40611	1.73838
1280	3.4853	1.74332
1281	3.48556	1.74865
1282	3.55003	1.75392
1283	3.61872	1.75885
1284	3.61897	1.76338
1285	3.69621	1.76771
1286	3.72332	1.77207
1287	3.72368	1.77643
1288	3.72407	1.78058
1289	3.66655	1.7842
1290	3.72072	1.78695
1291	3.7212	1.78825
1292	3.72172	1.78741
1293	3.70225	1.78481
1294	3.70285	1.78167
1295	3.70349	1.77877
1296	3.70416	1.77628
1297	3.70486	1.7741
1298	3.73382	1.77214
1299	3.70185	1.77004
1300	3.73289	1.767
1301	3.81229	1.76262
1302	3.77197	1.75778
1303	4.08655	1.75301
1304	4.11176	1.74834
1305	4.05138	1.74377
1306	4.11541	1.73939
1307	4.13702	1.73519
1308	4.03721	1.73109
1309	3.97573	1.72699
1310	3.99272	1.72261
1311	4.03255	1.71772
1312	4.16869	1.71154
1313	4.13246	1.7036
1314	4.13286	1.69535
1315	4.09499	1.68785
1316	4.18086	1.68134
1317	4.1307	1.67572
1318	4.22511	1.67116
1319	4.26056	1.66808
1320	4.20988	1.66661
1321	4.45192	1.66642
1322	4.45228	1.66719
1323	4.42998	1.66891
1324	4.40375	1.67171
1325	4.38225	1.67553
1326	4.46929	1.68029
1327	4.46956	1.686
1328	4.46985	1.69256
1329	4.37533	1.69952
1330	4.37563	1.70597
1331	4.43395	1.71228
1332	4.46679	1.71855
1333	4.51806	1.72396
1334	4.46268	1.72778
1335	4.46323	1.73073
1336	4.46381	1.7325
1337	4.54152	1.73331
1338	4.58973	1.73352
1339	4.46494	1.73322
1340	4.56839	1.73235
1341	4.67937	1.73081
1342	4.68	1.72852
1343	4.68064	1.72533
1344	4.68131	1.72106
1345	4.68199	1.71542
1346	4.68268	1.70815
1347	4.72823	1.69948
1348	4.69021	1.69025
1349	4.71928	1.68129
1350	4.77039	1.67298
1351	4.77095	1.66527
1352	4.77152	1.65794
1353	4.79051	1.65055
1354	5.03931	1.64315
1355	5.01811	1.63599
1356	5.03707	1.6293
1357	5.03758	1.62343
1358	5.12537	1.61857
1359	5.1258	1.61472
1360	5.13149	1.61184
1361	5.13187	1.60992
1362	4.9944	1.60904
1363	5.02724	1.60933
1364	5.00838	1.61092
1365	5.07009	1.6138
1366	5.12216	1.61782
1367	5.12243	1.62272
1368	5.12269	1.62818
1369	5.12295	1.63389
1370	5.18548	1.63965
1371	5.23741	1.64537
1372	5.21755	1.65094
1373	5.3515	1.65601
1374	5.41386	1.6601
1375	5.44109	1.66333
1376	5.44128	1.66564
1377	5.44147	1.66678
1378	5.44166	1.66638
1379	5.64892	1.66484
1380	5.64907	1.66284
1381	5.64923	1.6606
1382	5.64939	1.65795
1383	5.67784	1.65465
1384	5.50305	1.65061
1385	5.50122	1.64616
1386	5.56413	1.64187
1387	5.56419	1.63833
1388	5.6167	1.63606
1389	5.62473	1.6353
1390	5.78558	1.63608
1391	5.78886	1.63818
1392	5.77389	1.6413
1393	5.77376	1.64518
1394	5.77366	1.64968
1395	5.77357	1.65477
1396	5.77351	1.66029
1397	5.69064	1.66586
1398	5.69059	1.67081
1399	5.72645	1.67474
1400	5.93571	1.67716
1401	5.84047	1.67704
1402	5.84029	1.67532
1403	5.8798	1.67323
1404	5.87962	1.67129
1405	5.8221	1.66977
1406	5.94337	1.66871
1407	5.97319	1.66789
1408	6.02141	1.66704
1409	5.9909	1.66596
1410	5.99073	1.66437
1411	5.99058	1.6619
1412	6.03349	1.65859
1413	6.00443	1.65459
1414	6.00437	1.65028
1415	6.00434	1.64614
1416	6.04777	1.64267
1417	5.97916	1.64032
1418	6.04376	1.63883
1419	6.13554	1.63747
1420	6.16207	1.63585
1421	6.16216	1.63305
1422	6.18446	1.62899
1423	6.18462	1.62468
1424	6.13921	1.62151
1425	6.11913	1.62007
1426	6.33483	1.62032
1427	6.28787	1.62197
1428	6.28769	1.62483
1429	6.31861	1.62873
1430	6.27444	1.6333
1431	6.2451	1.63839
1432	6.45923	1.64381
1433	6.42421	1.64938
1434	6.40819	1.65505
1435	6.40802	1.66077
1436	6.40786	1.66652
1437	6.40771	1.67234
1438	6.48864	1.67813
1439	6.60221	1.68369
1440	6.62197	1.68887
1441	6.6217	1.69374
1442	6.63105	1.69842
1443	6.63409	1.7027
1444	6.66792	1.7066
1445	6.72839	1.70979
1446	6.72824	1.71186
1447	6.80238	1.71252
1448	6.70472	1.7118
1449	6.70449	1.70998
1450	6.74845	1.70746
1451	6.74824	1.7046
1452	6.74548	1.70133
1453	6.74522	1.69697
1454	6.74498	1.6909
1455	6.76957	1.68327
1456	6.7543	1.6747
1457	6.79583	1.66609
1458	6.79564	1.65803
1459	6.79547	1.65053
1460	6.79531	1.64339
1461	6.79518	1.63645
1462	6.79506	1.62946
1463	6.79496	1.6225
1464	6.84618	1.61672
1465	6.84611	1.61277
1466	6.8803	1.61086
1467	6.88025	1.61066
1468	6.8278	1.61127
1469	6.85135	1.61166
1470	6.92861	1.61137
1471	6.92856	1.61113
1472	6.95673	1.61194
1473	6.95676	1.61361
1474	7.04315	1.61551
1475	7.08163	1.61716
1476	7.08167	1.61849
1477	7.08173	1.61967
1478	7.08182	1.62098
1479	7.08192	1.62264
1480	7.08205	1.62475
1481	7.0822	1.62729
1482	7.0606	1.63002
1483	7.00006	1.63267
1484	7.02909	1.63496
1485	7.02922	1.63648
1486	7.09003	1.63697
1487	7.09014	1.63708
1488	7.13329	1.63717
1489	7.16939	1.63727
1490	7.27591	1.63727
1491	7.27596	1.63693
1492	7.13583	1.63588
1493	7.0977	1.63355
1494	7.09783	1.62928
1495	7.14606	1.62367
1496	7.14619	1.61758
1497	7.14634	1.61129
1498	7.198	1.60479
1499	7.19815	1.59854
1500	7.19834	1.59302
1501	7.16573	1.58836
1502	7.16589	1.58448
1503	7.20608	1.58122
1504	7.24687	1.57848
1505	7.28443	1.57617
1506	7.2846	1.57421
1507	7.32094	1.57243
1508	7.33104	1.57056
1509	7.40169	1.56845
1510	7.48269	1.56612
1511	7.47075	1.56366
1512	7.3972	1.56115
1513	7.50572	1.55865
1514	7.50565	1.55625
1515	7.50563	1.55436
1516	7.49479	1.55343
1517	7.52067	1.55371
1518	7.63337	1.55524
1519	7.56452	1.55773
1520	7.51809	1.56058
1521	7.5183	1.56342
1522	7.63044	1.56639
1523	7.60344	1.57003
1524	7.64511	1.57441
1525	7.56445	1.57934
1526	7.56491	1.58448
1527	7.52381	1.58947
1528	7.40551	1.59399
1529	7.31346	1.59814
1530	7.31488	1.60229
1531	7.31557	1.6066
1532	7.3163	1.61091
1533	7.31708	1.61505
1534	7.41146	1.61892
1535	7.34297	1.62232
1536	7.42953	1.62499
1537	7.43032	1.62677
1538	7.45621	1.6277
1539	7.53735	1.6279
1540	7.53824	1.62731
1541	7.53919	1.62576
1542	7.50735	1.62402
1543	7.54252	1.62255
1544	7.66178	1.62151
1545	7.6628	1.62094
1546	7.69816	1.62091
1547	7.69925	1.62177
1548	7.65597	1.62391
1549	7.78044	1.62736
1550	7.8018	1.6311
1551	7.83725	1.63565
1552	7.84765	1.64067
1553	7.84874	1.64573
1554	7.84986	1.65079
1555	7.81333	1.65572
1556	7.81449	1.66013
1557	7.81568	1.66396
1558	7.79946	1.66757
1559	7.80072	1.6711
1560	7.8458	1.67449
1561	7.84703	1.67746
1562	7.69648	1.67974
1563	7.81144	1.68154
1564	7.81269	1.68323
1565	7.85314	1.68506
1566	7.91318	1.68716
1567	7.91445	1.68937
1568	7.91574	1.69109
1569	7.93481	1.69244
1570	8.01556	1.69397
1571	8.18711	1.69593
1572	8.16935	1.69821
1573	8.1222	1.70073
1574	8.14719	1.70328
1575	8.15373	1.70537
1576	8.19757	1.70601
1577	8.25219	1.70419
1578	8.22499	1.69987
1579	8.18955	1.69388
1580	8.19046	1.68704
1581	8.30669	1.67995
1582	8.35389	1.67305
1583	8.35474	1.66659
1584	8.21456	1.66071
1585	8.32159	1.65555
1586	8.3182	1.65126
1587	8.08802	1.64742
1588	8.11696	1.64377
1589	8.16039	1.64113
1590	8.24246	1.63946
1591	8.24295	1.63839
1592	8.19758	1.63752
1593	8.22412	1.63685
1594	8.19679	1.63614
1595	8.19711	1.63511
1596	8.24025	1.6337
1597	8.24059	1.63186
1598	8.07909	1.6296
1599	8.07961	1.62695
1600	8.04498	1.62404
1601	8.04553	1.62118
1602	8.04609	1.61856
1603	8.0664	1.61629
1604	8.06688	1.61449
1605	8.05544	1.61334
1606	8.05593	1.61306
1607	8.05516	1.61386
1608	8.1601	1.61582
1609	8.1471	1.61842
1610	8.14743	1.62195
1611	8.13176	1.62668
1612	8.13198	1.63253
1613	8.13219	1.63916
1614	8.13238	1.64568
1615	8.13256	1.6516
1616	8.23699	1.65743
1617	8.22482	1.66316
1618	8.2247	1.66908
1619	8.23664	1.67463
1620	8.3112	1.67988
1621	8.31101	1.68546
1622	8.31982	1.69131
1623	8.3409	1.69701
1624	8.42312	1.70244
1625	8.48109	1.70755
1626	8.45988	1.71213
1627	8.51923	1.7158
1628	8.46622	1.71822
1629	8.46577	1.71969
1630	8.56763	1.72072
1631	8.56704	1.72153
1632	8.60921	1.72208
1633	8.6086	1.72215
1634	8.70344	1.72152
1635	8.72222	1.72028
1636	8.94884	1.71868
1637	8.98293	1.71699
1638	9.05606	1.7155
1639	9.00404	1.71435
1640	8.95409	1.71323
1641	9.01566	1.71219
1642	9.03745	1.71059
1643	9.0368	1.70812
1644	9.03617	1.70512
1645	9.1048	1.70202
1646	9.10409	1.69898
1647	9.12839	1.69608
1648	9.15579	1.69333
1649	9.21606	1.69065
1650	9.21539	1.68762
1651	9.21475	1.68393
1652	9.21416	1.67984
1653	9.2332	1.67558
1654	9.23259	1.67152
1655	9.22529	1.66792
1656	9.17351	1.66476
1657	9.2051	1.66184
1658	9.24449	1.6589
1659	9.10569	1.65569
1660	9.10511	1.65202
1661	9.10458	1.64802
1662	9.09281	1.6441
1663	9.11365	1.64064
1664	9.05582	1.63785
1665	9.1002	1.63583
1666	9.10015	1.63462
1667	9.10017	1.63416
1668	9.1434	1.63423
1669	9.26589	1.6346
1670	9.30244	1.63503
1671	9.30253	1.63541
1672	9.38853	1.63592
1673	9.38879	1.63683
1674	9.38911	1.63836
1675	9.41778	1.64058
1676	9.41823	1.64348
1677	9.41873	1.64676
1678	9.41927	1.64948
1679	9.44765	1.6518
1680	9.44826	1.65419
1681	9.4268	1.65675
1682	9.4275	1.65965
1683	9.42823	1.66288
1684	9.429	1.66618
1685	9.4258	1.66893
1686	9.44036	1.67053
1687	9.44117	1.66989
1688	9.50037	1.66771
1689	9.47215	1.66499
1690	9.58181	1.66206
1691	9.5827	1.65935
1692	9.53714	1.65727
1693	9.61822	1.65609
1694	9.5927	1.65599
1695	9.59378	1.65684
1696	9.7279	1.65825
1697	9.7476	1.65961
1698	9.6345	1.66011
1699	9.63571	1.65935
1700	9.5539	1.65775
1701	9.56759	1.65564
1702	9.56874	1.65297
1703	9.49101	1.64981
1704	9.49206	1.64667
1705	9.45252	1.64417
1706	9.41553	1.64262
1707	9.41667	1.6419
1708	9.6345	1.64168
1709	9.69597	1.64243
1710	9.69711	1.64448
1711	9.69825	1.64778
1712	9.69939	1.65187
1713	9.65246	1.65626
1714	9.75819	1.66055
1715	9.85171	1.66415
1716	9.8528	1.66618
1717	9.8539	1.66745
1718	9.85499	1.66925
1719	9.81659	1.67211
1720	9.65227	1.67629
1721	9.57659	1.68178
1722	9.57771	1.68825
1723	9.61223	1.6953
1724	9.50644	1.70263
1725	9.56869	1.71011
1726	9.62596	1.71762
1727	9.62702	1.72495
1728	9.62808	1.73179
1729	9.62914	1.73766
1730	9.66676	1.74197
1731	9.66778	1.74466
1732	9.66879	1.7463
1733	9.71282	1.74741
1734	9.76438	1.74827
1735	9.75402	1.74894
1736	9.78993	1.74936
1737	9.79064	1.74947
1738	9.789	1.74926
1739	9.78965	1.74875
1740	9.7803	1.74798
1741	9.77399	1.74692
1742	9.6443	1.74566
1743	9.64511	1.74451
1744	9.72168	1.74376
1745	9.68707	1.7436
1746	9.6265	1.7442
1747	9.6273	1.74576
1748	9.61302	1.74849
1749	9.58532	1.75227
1750	9.51341	1.75694
1751	9.40716	1.76265
1752	9.3667	1.76923
1753	9.36746	1.77644
1754	9.36824	1.78389
1755	9.44582	1.79122
1756	9.44657	1.79816
1757	9.45938	1.80425
1758	9.59525	1.80944
1759	9.59619	1.81424
1760	9.62552	1.81893
1761	9.62649	1.82368
1762	9.66386	1.82858
1763	9.58317	1.83362
1764	9.58408	1.83873
1765	9.59481	1.84377
1766	9.56161	1.84862
1767	9.51584	1.85331
1768	9.51674	1.85797
1769	9.50835	1.86258
1770	9.50928	1.86719
1771	9.54212	1.87195
1772	9.54311	1.87698
1773	9.55757	1.88227
1774	9.58622	1.88763
1775	9.5871	1.89219
1776	9.58798	1.89494
1777	9.55867	1.89711
1778	9.55959	1.89945
1779	9.56335	1.90196
1780	9.56423	1.90428
1781	9.58752	1.90641
1782	9.75535	1.9087
1783	9.7782	1.9115
1784	9.73117	1.91513
1785	9.6962	1.91958
1786	9.5156	1.92376
1787	9.48155	1.92745
1788	9.44606	1.93095
1789	9.44704	1.9341
1790	9.43089	1.93681
1791	9.39963	1.93913
1792	9.40067	1.94104
1793	9.44915	1.9424
1794	9.49811	1.94319
1795	9.55531	1.94363
1796	9.58993	1.94397
1797	9.68367	1.94424
1798	9.5522	1.94399
1799	9.5312	1.94278
1800	9.56759	1.94044
1801	9.6277	1.93735
1802	9.78996	1.93382
1803	9.66014	1.93031
1804	9.66085	1.92687
1805	9.68455	1.92342
1806	9.70912	1.91986
1807	9.70979	1.9161
1808	9.71047	1.91222
1809	9.66305	1.90816
1810	9.66374	1.90405
1811	9.70297	1.90021
1812	9.70375	1.89676
1813	9.71847	1.8936
1814	9.68886	1.89055
1815	9.635	1.88718
1816	9.56328	1.8828
1817	9.56385	1.87571
1818	9.51862	1.86828
1819	9.47059	1.86138
1820	9.41194	1.8549
1821	9.30519	1.84922
1822	9.10285	1.84468
1823	9.08111	1.84136
1824	9.23088	1.83932
1825	9.3211	1.83839
1826	9.32156	1.83754
1827	9.32953	1.83754
1828	9.32995	1.8384
1829	9.30967	1.83984
1830	9.35762	1.84157
1831	9.45881	1.84335
1832	9.49344	1.84487
1833	9.5272	1.84588
1834	9.51717	1.84621
1835	9.54905	1.84585
1836	9.62092	1.84496
1837	9.594	1.84369
1838	9.55284	1.84219
1839	9.52058	1.84053
1840	9.54598	1.83879
1841	9.54636	1.8369
1842	9.62438	1.83506
1843	9.62482	1.83387
1844	9.62529	1.83374
1845	9.62139	1.83471
1846	9.644	1.83662
1847	9.64461	1.83908
1848	9.69992	1.84148
1849	9.70062	1.84297
1850	9.62997	1.84286
1851	9.63078	1.84109
1852	9.64796	1.83753
1853	9.62456	1.83244
1854	9.66526	1.82638
1855	9.6662	1.81987
1856	9.69733	1.81323
1857	9.69837	1.8067
1858	9.69943	1.80046
1859	9.70927	1.79463
1860	9.71036	1.78945
1861	9.73026	1.78518
1862	9.62562	1.78183
1863	9.62676	1.7791
1864	9.55705	1.77669
1865	9.52307	1.77453
1866	9.44123	1.77278
1867	9.4424	1.77163
1868	9.41238	1.771
1869	9.41357	1.77123
1870	9.41479	1.77271
1871	9.41605	1.77506
1872	9.43776	1.77709
1873	9.52403	1.77773
1874	9.5598	1.77787
1875	9.56107	1.77804
1876	9.52935	1.77833
1877	9.53066	1.77858
1878	9.53199	1.778
1879	9.68254	1.77578
1880	9.5814	1.77312
1881	9.55922	1.77074
1882	9.51467	1.76876
1883	9.44866	1.76708
1884	9.45445	1.76536
1885	9.45579	1.7631
1886	9.45716	1.75983
1887	9.49301	1.75524
1888	9.47518	1.74944
1889	9.47661	1.74234
1890	9.52279	1.73391
1891	9.52419	1.72513
1892	9.52559	1.71704
1893	9.49372	1.71035
1894	9.54096	1.70526
1895	9.44826	1.70141
1896	9.42121	1.69814
1897	9.46932	1.69458
1898	9.53555	1.68954
1899	9.58639	1.68351
1900	9.43757	1.67783
1901	9.4148	1.67306
1902	9.33195	1.66928
1903	9.33313	1.66637
1904	9.34127	1.66412
1905	9.3844	1.66245
1906	9.38552	1.66143
1907	9.38664	1.66124
