    Step 	 temperature 	 pressure 	 Potential Energy 	 Kinetic Energy 	 Sum Energy

       0	 1.87565	-0.887184	        -2364.36	         2817.39	          453.03
       1	 1.87609	-0.886703	        -2365.01	         2818.04	         453.025
       2	 1.87738	-0.88522	        -2366.95	         2819.97	         453.021
       3	  1.8795	-0.882652	        -2370.14	         2823.15	         453.016
       4	 1.88239	-0.878847	        -2374.49	          2827.5	         453.006
       5	   1.886	-0.873582	        -2379.91	         2832.91	         452.993
       6	  1.8902	-0.866538	        -2386.24	         2839.21	         452.974
       7	 1.89485	-0.857282	        -2393.24	         2846.19	         452.948
       8	 1.89974	-0.845234	        -2400.61	         2853.52	         452.912
       9	 1.90457	-0.82962	        -2407.91	         2860.77	         452.862
      10	 1.90894	-0.809425	        -2414.53	         2867.32	         452.794
      11	 1.91231	-0.783343	        -2419.67	         2872.37	         452.705
      12	 1.91399	-0.749777	        -2422.29	         2874.89	         452.598
      13	  1.9132	-0.706974	        -2421.23	         2873.72	         452.488
      14	 1.90927	-0.653438	         -2415.4	         2867.81	         452.407
      15	 1.90184	-0.588592	         -2404.3	         2856.67	         452.377
      16	 1.89111	-0.513188	         -2388.2	         2840.58	         452.378
      17	 1.87757	-0.428809	        -2367.88	         2820.26	         452.378
      18	 1.86176	-0.337187	        -2344.14	         2796.54	         452.396
      19	 1.84435	-0.240428	        -2317.98	         2770.43	          452.45
      20	 1.82625	-0.141234	        -2290.76	         2743.28	         452.514
      21	  1.8084	-0.0424283	        -2263.93	          2716.5	          452.57
      22	 1.79165	0.053449	        -2238.76	         2691.38	         452.621
      23	 1.77672	0.144175	        -2216.32	         2668.99	         452.668
      24	 1.76423	 0.22783	        -2197.54	         2650.25	         452.708
      25	 1.75465	0.302875	        -2183.15	         2635.88	         452.732
      26	 1.74828	0.368296	        -2173.59	         2626.32	         452.732
      27	 1.74513	 0.42377	        -2168.91	         2621.61	         452.702
      28	 1.74494	0.469786	        -2168.67	         2621.31	         452.637
      29	 1.74708	0.507634	        -2171.98	         2624.53	         452.545
      30	 1.75077	0.539133	        -2177.61	         2630.06	         452.452
      31	 1.75527	0.566009	        -2184.42	         2636.81	         452.388
      32	 1.76025	0.589115	        -2191.89	         2644.28	         452.389
      33	 1.76616	0.607616	        -2200.64	         2653.15	         452.515
      34	 1.77454	0.618163	        -2213.04	         2665.72	         452.677
      35	 1.78661	0.617743	        -2231.31	         2683.83	         452.513
      36	 1.80091	0.610202	        -2253.07	         2705.27	         452.203
      37	 1.81454	0.602868	        -2273.61	         2725.72	         452.113
      38	 1.82611	0.599111	         -2290.9	         2743.07	         452.176
      39	 1.83582	0.598629	        -2305.38	         2757.63	         452.255
      40	 1.84431	0.600161	        -2318.07	         2770.37	         452.299
      41	 1.85203	0.602864	        -2329.67	         2781.96	         452.285
      42	 1.85891	0.606978	        -2340.08	         2792.28	         452.205
      43	 1.86436	0.613951	        -2348.34	         2800.45	         452.112
      44	 1.86773	0.625279	        -2353.42	         2805.51	          452.09
      45	  1.8691	 0.64076	        -2355.38	         2807.57	         452.183
      46	 1.86961	0.657662	        -2355.98	         2808.33	         452.352
      47	 1.87103	0.671711	        -2357.98	         2810.46	         452.479
      48	 1.87471	0.679632	         -2363.5	         2815.98	         452.479
      49	 1.88083	0.680995	        -2372.77	         2825.16	         452.388
      50	 1.88862	0.677624	        -2384.56	         2836.84	         452.284
      51	 1.89704	0.671951	        -2397.27	         2849.47	         452.196
      52	 1.90516	0.666161	        -2409.52	         2861.65	         452.131
      53	 1.91233	0.661861	         -2420.3	          2872.4	         452.107
      54	 1.91841	0.659549	        -2429.36	         2881.53	         452.172
      55	 1.92403	0.657891	        -2437.68	         2889.96	         452.276
      56	 1.92987	0.655195	        -2446.52	         2898.72	         452.204
      57	 1.93516	0.653392	        -2454.64	         2906.64	         451.999
      58	 1.93805	0.657022	        -2459.06	         2910.98	         451.923
      59	 1.93767	0.668134	         -2458.4	         2910.41	         452.011
      60	 1.93468	0.685047	        -2453.77	         2905.92	         452.158
      61	 1.93047	0.704367	        -2447.35	         2899.61	         452.263
      62	 1.92625	0.723147	        -2440.98	         2893.29	         452.304
      63	  1.9228	0.739502	        -2435.76	         2888.11	         452.345
      64	 1.92086	0.751583	        -2432.79	          2885.2	          452.41
      65	 1.92119	 0.75741	        -2433.31	         2885.69	          452.38
      66	  1.9237	0.757091	        -2437.23	         2889.46	         452.237
      67	 1.92744	0.753038	        -2442.91	         2895.07	         452.165
      68	 1.93178	0.746738	        -2449.41	         2901.57	          452.16
      69	 1.93647	0.738657	        -2456.51	         2908.61	         452.103
      70	 1.94103	0.730134	        -2463.37	         2915.46	         452.088
      71	 1.94531	0.721764	        -2469.69	         2921.87	         452.178
      72	  1.9499	0.712188	        -2476.49	         2928.76	         452.274
      73	 1.95546	0.699997	        -2484.83	          2937.1	         452.279
      74	 1.96187	 0.68568	        -2494.51	         2946.71	         452.201
      75	 1.96819	0.671565	        -2504.09	         2956.19	         452.098
      76	 1.97323	0.660523	        -2511.73	         2963.76	         452.031
      77	 1.97616	0.654563	        -2516.11	         2968.14	          452.03
      78	 1.97681	0.654038	        -2517.03	         2969.12	         452.091
      79	 1.97568	0.657717	        -2515.25	         2967.43	         452.183
      80	 1.97367	0.663487	        -2512.15	         2964.41	         452.264
