    Step 	 temperature 	 pressure 	 Potential Energy 	 Kinetic Energy 	 Sum Energy

       0	 1.69457	 0.13643	        -166.379	          2547.7	         2381.32
       1	  1.6946	0.136425	        -166.415	         2547.74	         2381.32
       2	 1.69467	0.136411	        -166.524	         2547.85	         2381.32
       3	 1.69479	0.136389	        -166.706	         2548.03	         2381.32
       4	 1.69496	0.136357	        -166.962	         2548.28	         2381.32
       5	 1.69518	0.136315	        -167.292	         2548.61	         2381.32
       6	 1.69545	0.136265	        -167.698	         2549.02	         2381.32
       7	 1.69578	0.136204	        -168.181	          2549.5	         2381.32
       8	 1.69615	0.136134	        -168.742	         2550.06	         2381.32
       9	 1.69658	0.136055	        -169.384	         2550.71	         2381.32
      10	 1.69706	0.135965	        -170.107	         2551.43	         2381.32
      11	  1.6976	0.135865	        -170.915	         2552.24	         2381.32
      12	 1.69819	0.135754	        -171.809	         2553.13	         2381.32
      13	 1.69885	0.135633	        -172.793	         2554.12	         2381.32
      14	 1.69957	  0.1355	         -173.87	         2555.19	         2381.32
      15	 1.70035	0.135357	        -175.042	         2556.37	         2381.32
      16	  1.7012	0.135202	        -176.314	         2557.64	         2381.32
      17	 1.70212	0.135035	         -177.69	         2559.01	         2381.32
      18	 1.70311	0.134856	        -179.174	          2560.5	         2381.32
      19	 1.70417	0.134664	         -180.77	         2562.09	         2381.32
      20	 1.70531	0.134461	        -182.485	         2563.81	         2381.33
      21	 1.70654	0.134244	        -184.324	         2565.65	         2381.33
      22	 1.70785	0.134016	        -186.292	         2567.62	         2381.33
      23	 1.70925	0.133775	        -188.395	         2569.72	         2381.33
      24	 1.71075	0.133523	         -190.64	         2571.97	         2381.33
      25	 1.71234	0.133262	         -193.03	         2574.36	         2381.33
      26	 1.71404	0.132995	        -195.569	          2576.9	         2381.33
      27	 1.71583	0.132725	        -198.256	         2579.58	         2381.33
      28	 1.71771	0.132462	        -201.086	         2582.41	         2381.33
      29	 1.71968	0.132216	        -204.039	         2585.36	         2381.32
      30	 1.72171	0.132009	        -207.081	          2588.4	         2381.32
      31	 1.72374	0.131872	        -210.144	         2591.45	         2381.31
      32	 1.72571	0.131853	        -213.114	         2594.41	         2381.29
      33	  1.7275	0.132024	        -215.814	         2597.08	         2381.27
      34	 1.72894	0.132473	        -218.009	         2599.26	         2381.25
      35	 1.72992	0.133273	        -219.486	         2600.72	         2381.24
      36	 1.73048	0.134395	          -220.3	         2601.56	         2381.26
      37	 1.73107	0.135585	        -221.108	         2602.44	         2381.33
      38	  1.7324	0.136405	        -223.065	         2604.44	         2381.37
      39	 1.73483	 0.13663	        -226.773	         2608.08	         2381.31
      40	 1.73788	0.136546	        -231.449	         2612.66	         2381.21
      41	 1.74077	0.136631	        -235.811	            2617	         2381.19
      42	 1.74327	0.137021	        -239.497	         2620.75	         2381.25
      43	 1.74591	0.137404	        -243.366	         2624.71	         2381.34
      44	 1.74947	0.137326	        -248.671	         2630.04	         2381.37
      45	 1.75421	0.136642	        -255.843	         2637.16	         2381.32
      46	 1.75962	0.135681	        -264.049	         2645.27	         2381.22
      47	 1.76481	0.134985	        -271.896	         2653.05	         2381.16
      48	 1.76907	0.134975	        -278.316	         2659.45	         2381.13
      49	 1.77209	0.135842	        -282.846	         2663.98	         2381.13
      50	 1.77387	 0.13759	         -285.49	         2666.64	         2381.15
      51	 1.77459	0.140099	        -286.557	         2667.73	         2381.17
      52	 1.77459	0.143172	        -286.524	         2667.72	          2381.2
      53	 1.77417	0.146598	        -285.885	          2667.1	         2381.21
      54	 1.77359	0.150205	        -285.016	         2666.23	         2381.22
      55	 1.77303	0.153868	        -284.164	         2665.38	         2381.22
      56	 1.77261	0.157475	        -283.533	         2664.75	         2381.22
      57	 1.77247	0.160922	        -283.322	         2664.55	         2381.23
      58	 1.77273	0.164115	        -283.701	         2664.93	         2381.23
      59	 1.77345	0.166987	        -284.788	         2666.01	         2381.23
      60	 1.77468	0.169497	         -286.64	         2667.86	         2381.22
      61	 1.77641	0.171635	        -289.246	         2670.46	         2381.21
      62	 1.77856	0.173434	         -292.49	         2673.68	         2381.19
      63	 1.78098	0.174975	        -296.143	         2677.31	         2381.17
      64	  1.7835	0.176352	        -299.935	         2681.09	         2381.16
      65	 1.78601	0.177629	        -303.692	         2684.85	         2381.16
      66	 1.78852	0.178789	        -307.445	         2688.62	         2381.18
      67	 1.79118	0.179747	        -311.414	         2692.61	          2381.2
      68	 1.79417	0.180393	        -315.887	          2697.1	         2381.21
      69	 1.79762	0.180657	        -321.053	         2702.27	         2381.22
      70	 1.80151	0.180545	        -326.907	         2708.11	          2381.2
      71	 1.80573	0.180137	        -333.245	         2714.43	         2381.19
      72	 1.81006	0.179558	        -339.761	         2720.93	         2381.17
      73	 1.81432	0.178927	        -346.163	         2727.32	         2381.16
      74	 1.81841	0.178314	         -352.29	         2733.45	         2381.17
      75	 1.82233	0.177726	        -358.154	         2739.33	         2381.18
      76	 1.82616	0.177123	        -363.884	         2745.07	         2381.19
      77	 1.82999	0.176461	        -369.621	         2750.82	          2381.2
      78	 1.83387	0.175719	        -375.447	         2756.65	          2381.2
      79	 1.83782	0.174901	        -381.372	         2762.57	          2381.2
      80	 1.84181	0.174031	        -387.356	         2768.56	          2381.2
      81	 1.84579	0.173147	        -393.332	         2774.53	          2381.2
      82	  1.8497	0.172294	          -399.2	         2780.39	         2381.19
      83	 1.85347	0.171521	        -404.858	         2786.05	         2381.19
      84	 1.85708	0.170855	        -410.257	         2791.45	          2381.2
      85	 1.86055	0.170284	        -415.452	         2796.66	         2381.21
      86	 1.86398	0.169763	        -420.591	         2801.81	         2381.22
      87	 1.86743	0.169264	        -425.776	         2806.98	         2381.21
      88	  1.8708	0.168854	        -430.869	         2812.04	         2381.17
      89	 1.87379	0.168719	        -435.399	         2816.52	         2381.12
      90	 1.87599	0.169099	        -438.743	         2819.83	         2381.09
      91	 1.87715	0.170152	        -440.473	         2821.56	         2381.09
      92	 1.87733	0.171824	          -440.7	         2821.83	         2381.13
      93	 1.87702	0.173821	        -440.172	         2821.36	         2381.19
      94	 1.87689	 0.17573	        -439.934	         2821.17	         2381.24
      95	 1.87739	0.177266	          -440.7	         2821.93	         2381.23
      96	 1.87855	 0.17841	         -442.48	         2823.67	         2381.19
      97	 1.88004	 0.17935	        -444.758	         2825.91	         2381.15
      98	 1.88146	0.180314	        -446.913	         2828.03	         2381.12
      99	 1.88249	0.181478	        -448.479	         2829.58	          2381.1
     100	 1.88302	0.182914	        -449.261	         2830.37	         2381.11
     101	 1.88311	0.184574	        -449.375	          2830.5	         2381.12
     102	 1.88295	0.186337	        -449.125	         2830.26	         2381.14
     103	  1.8827	0.188096	         -448.76	         2829.89	         2381.13
     104	 1.88242	0.189815	        -448.341	         2829.47	         2381.12
     105	 1.88207	0.191489	        -447.826	         2828.94	         2381.12
     106	 1.88164	0.193112	        -447.181	         2828.29	         2381.11
     107	 1.88114	0.194648	        -446.437	         2827.56	         2381.12
     108	 1.88073	0.196003	        -445.787	         2826.93	         2381.15
     109	 1.88072	0.196971	        -445.722	         2826.92	          2381.2
     110	 1.88163	0.197242	        -447.035	         2828.29	         2381.25
     111	 1.88396	0.196527	        -450.499	         2831.78	         2381.28
     112	 1.88787	0.194733	        -456.387	         2837.64	         2381.25
     113	 1.89307	0.192051	        -464.248	         2845.45	          2381.2
     114	 1.89896	0.188868	         -473.14	         2854.29	         2381.15
     115	  1.9049	0.185596	        -482.075	         2863.18	         2381.11
     116	 1.91036	0.182565	        -490.288	         2871.37	         2381.09
     117	 1.91501	0.180004	        -497.274	         2878.35	         2381.08
     118	 1.91864	0.178061	        -502.732	          2883.8	         2381.07
     119	 1.92118	0.176807	        -506.528	         2887.61	         2381.08
     120	 1.92265	 0.17623	        -508.719	         2889.82	          2381.1
     121	 1.92324	0.176233	        -509.569	          2890.7	         2381.13
     122	 1.92322	0.176646	        -509.512	         2890.67	         2381.16
     123	 1.92292	0.177275	        -509.029	         2890.21	         2381.19
     124	 1.92258	0.177957	        -508.515	         2889.72	          2381.2
     125	 1.92241	0.178575	        -508.241	         2889.45	         2381.21
     126	 1.92251	0.179046	        -508.393	         2889.61	         2381.22
     127	 1.92299	0.179313	          -509.1	         2890.32	         2381.22
     128	 1.92384	0.179357	        -510.397	         2891.61	         2381.21
     129	 1.92502	0.179215	        -512.183	         2893.38	         2381.19
     130	 1.92638	0.178972	        -514.229	          2895.4	         2381.17
     131	 1.92773	0.178725	         -516.28	         2897.44	         2381.16
     132	 1.92898	0.178541	        -518.155	         2899.31	         2381.16
     133	 1.93004	0.178458	        -519.751	          2900.9	         2381.15
     134	 1.93083	0.178515	        -520.946	         2902.08	         2381.13
     135	 1.93125	 0.17876	        -521.586	         2902.71	         2381.13
     136	 1.93132	0.179178	        -521.664	         2902.82	         2381.15
