    Step 	 temperature 	 pressure 	 Potential Energy 	 Kinetic Energy 	 Sum Energy

       0	 2.23826	-1.45742	        -418.977	         421.442	         2.46556
       1	 2.23833	-1.45388	        -418.991	         421.456	         2.46452
       2	 2.23849	-1.44307	        -419.022	         421.484	         2.46168
       3	 2.23853	-1.42442	        -419.037	         421.493	         2.45681
       4	 2.23816	-1.39699	        -418.975	         421.424	         2.44955
       5	 2.23691	-1.35936	        -418.749	         421.188	         2.43936
       6	  2.2341	-1.30963	        -418.237	         420.662	         2.42555
       7	 2.22886	-1.24527	        -417.273	          419.68	          2.4074
       8	 2.22005	-1.16312	        -415.643	         418.028	         2.38449
       9	 2.20625	-1.05939	        -413.083	         415.441	         2.35743
      10	 2.18589	-0.930046	        -409.294	         411.623	         2.32929
      11	 2.15752	-0.771631	        -403.996	         406.304	         2.30755
      12	 2.12043	-0.583067	        -397.044	         399.349	         2.30448
      13	 2.07552	-0.368175	        -388.596	         390.928	          2.3315
      14	 2.02597	-0.137629	        -379.253	         381.638	         2.38552
      15	  1.9768	0.0924046	        -369.977	         372.418	          2.4417
      16	 1.93294	0.305934	        -361.722	         364.195	         2.47273
      17	 1.89734	0.493086	        -355.045	          357.52	         2.47477
      18	 1.87057	0.651233	        -350.038	         352.501	         2.46294
      19	 1.85181	0.782019	        -346.532	         348.982	         2.45007
      20	 1.83983	0.888403	        -344.298	         346.737	         2.43904
      21	 1.83343	0.973603	        -343.109	         345.537	         2.42742
      22	 1.83133	 1.04123	        -342.729	         345.142	         2.41344
      23	 1.83212	 1.09546	        -342.892	          345.29	         2.39841
      24	 1.83438	 1.14058	        -343.328	         345.715	          2.3863
      25	 1.83703	 1.18002	        -343.829	         346.212	         2.38256
      26	 1.83972	 1.21508	        -344.324	         346.716	         2.39196
      27	 1.84311	 1.24411	        -344.938	         347.351	         2.41305
      28	 1.84876	 1.26276	        -345.975	         348.411	         2.43635
      29	 1.85833	 1.26638	        -347.761	         350.205	         2.44416
      30	 1.87234	  1.2536	        -350.406	         352.832	         2.42607
      31	 1.88951	 1.22851	        -353.663	         356.052	         2.38865
      32	  1.9072	 1.19922	        -357.019	         359.369	         2.34997
      33	 1.92262	 1.17425	        -359.937	          362.26	         2.32325
      34	 1.93395	  1.1593	        -362.067	         364.384	         2.31617
      35	 1.94091	 1.15551	        -363.359	         365.689	         2.33015
      36	 1.94487	 1.15924	        -364.072	         366.431	         2.35844
      37	 1.94825	 1.16365	        -364.679	         367.064	         2.38584
      38	 1.95337	 1.16225	        -365.628	         368.024	         2.39655
      39	 1.96126	 1.15237	        -367.119	         369.505	         2.38559
      40	 1.97124	 1.13648	        -369.019	         371.376	         2.35699
      41	 1.98115	 1.12125	        -370.916	         373.234	         2.31758
      42	 1.98806	 1.11558	         -372.25	          374.53	         2.27943
      43	  1.9893	 1.12763	        -372.502	         374.762	          2.2595
      44	 1.98372	 1.16093	        -371.445	         373.715	          2.2701
      45	 1.97253	 1.21193	        -369.311	         371.617	         2.30611
      46	 1.95881	 1.27133	        -366.703	         369.046	         2.34247
      47	  1.9457	  1.3296	        -364.232	         366.587	          2.3548
      48	 1.93466	 1.38211	         -362.17	         364.518	         2.34729
      49	 1.92568	 1.42873	        -360.492	         362.834	         2.34209
      50	 1.91851	 1.46974	        -359.145	         361.489	          2.3438
      51	 1.91314	 1.50457	        -358.141	         360.482	         2.34166
      52	 1.90933	 1.53346	        -357.431	         359.767	         2.33607
      53	 1.90662	 1.55732	        -356.924	          359.26	         2.33571
      54	 1.90489	 1.57599	        -356.594	         358.935	          2.3412
      55	 1.90442	 1.58808	          -356.5	         358.848	         2.34724
      56	 1.90564	 1.59198	        -356.724	         359.075	          2.3512
      57	 1.90883	 1.58658	        -357.321	         359.675	         2.35385
      58	 1.91417	 1.57138	         -358.32	         360.675	         2.35468
      59	 1.92157	 1.54673	        -359.713	         362.063	         2.35066
      60	 1.93057	 1.51438	         -361.41	          363.75	          2.3401
      61	 1.94016	 1.47778	        -363.223	         365.548	         2.32486
      62	 1.94897	  1.4415	         -364.89	           367.2	         2.30982
      63	 1.95565	 1.40999	        -366.152	         368.452	         2.30016
      64	 1.95925	 1.38639	        -366.829	         369.128	         2.29869
      65	 1.95952	 1.37171	         -366.87	         369.178	         2.30817
      66	 1.95711	 1.36418	        -366.397	         368.727	         2.32993
      67	 1.95367	 1.35908	        -365.722	         368.082	         2.36007
      68	 1.95148	 1.34982	        -365.281	         367.671	         2.38999
      69	 1.95276	 1.32996	        -365.502	         367.911	          2.4096
      70	 1.95892	 1.29561	        -366.652	         369.065	         2.41297
      71	 1.97003	 1.24672	        -368.749	         371.149	         2.40045
      72	 1.98492	 1.18704	        -371.563	          373.94	         2.37778
      73	 2.00159	 1.12271	        -374.712	         377.065	         2.35385
      74	 2.01791	 1.06022	        -377.791	         380.127	         2.33588
      75	 2.03224	 1.00472	        -380.486	         382.814	         2.32709
      76	 2.04365	0.959145	        -382.626	         384.953	         2.32712
      77	 2.05201	0.924105	        -384.186	          386.52	         2.33386
      78	 2.05773	0.898467	        -385.249	         387.592	         2.34296
      79	 2.06149	0.880302	        -385.948	         388.298	         2.35013
      80	  2.0639	0.867815	        -386.395	          388.75	         2.35482
      81	 2.06538	 0.85971	        -386.668	         389.026	         2.35798
      82	 2.06623	0.855007	        -386.824	         389.186	         2.36142
