    Step 	 temperature 	 pressure 	 Potential Energy 	 Kinetic Energy 	 Sum Energy

       0	 2.17641	-1.53422	        -1165.41	         1125.12	        -40.2938
       1	 2.17648	-1.53103	        -1165.45	         1125.15	         -40.296
       2	 2.17664	-1.52129	        -1165.54	         1125.23	        -40.3036
       3	  2.1767	-1.50445	        -1165.58	         1125.26	        -40.3174
       4	 2.17634	-1.47953	        -1165.42	         1125.08	        -40.3387
       5	 2.17505	  -1.445	        -1164.79	         1124.42	        -40.3697
       6	 2.17211	-1.39874	        -1163.32	          1122.9	         -40.413
       7	 2.16649	-1.33786	        -1160.49	         1120.01	        -40.4711
       8	 2.15689	 -1.2587	        -1155.62	         1115.07	        -40.5443
       9	 2.14169	-1.15697	        -1147.88	         1107.25	        -40.6264
      10	 2.11928	 -1.0285	        -1136.42	         1095.72	        -40.6981
      11	 2.08857	-0.870901	        -1120.65	         1079.92	        -40.7263
      12	 2.04989	-0.686071	        -1100.71	         1060.02	         -40.686
      13	 2.00545	-0.481707	        -1077.75	         1037.16	        -40.5932
      14	 1.95886	-0.269742	        -1053.67	         1013.19	        -40.4874
      15	 1.91408	-0.0630688	        -1030.53	         990.147	        -40.3856
      16	 1.87474	0.126406	        -1010.21	         969.908	        -40.3046
      17	 1.84356	0.289507	        -994.138	         953.865	        -40.2728
      18	 1.82167	0.421927	        -982.895	         942.605	        -40.2902
      19	 1.80869	0.524219	        -976.249	         935.924	        -40.3252
      20	 1.80346	0.599391	        -973.583	         933.232	        -40.3509
      21	 1.80485	0.650629	        -974.315	         933.951	        -40.3644
      22	 1.81196	0.680732	        -977.985	         937.607	        -40.3786
      23	 1.82382	0.692793	        -984.117	         943.711	        -40.4058
      24	 1.83919	0.690962	        -992.068	         951.619	        -40.4496
      25	 1.85643	0.680607	        -1000.99	         960.485	        -40.5046
      26	 1.87365	0.667781	        -1009.91	         969.349	        -40.5603
      27	  1.8891	0.658258	         -1017.9	         977.298	        -40.6038
      28	 1.90146	0.656413	        -1024.28	         983.654	        -40.6232
      29	 1.91019	 0.66422	        -1028.76	         988.148	        -40.6118
      30	 1.91572	0.680801	        -1031.57	         990.991	        -40.5763
      31	 1.91916	0.703059	         -1033.3	         992.764	        -40.5406
      32	 1.92169	0.727649	         -1034.6	         994.064	        -40.5366
      33	 1.92369	0.753406	        -1035.67	         995.093	        -40.5783
      34	 1.92448	0.782284	        -1036.14	         995.497	        -40.6415
      35	 1.92297	0.817381	        -1035.39	         994.723	        -40.6722
      36	 1.91913	0.858811	        -1033.37	         992.746	        -40.6249
      37	 1.91491	0.900704	         -1031.1	         990.573	        -40.5268
      38	 1.91331	0.933892	        -1030.23	          989.75	        -40.4802
      39	 1.91587	0.953645	         -1031.6	          991.07	        -40.5295
      40	 1.92155	 0.96316	         -1034.6	         993.992	        -40.6124
      41	 1.92801	0.969306	        -1037.99	         997.313	        -40.6731
      42	 1.93324	0.977929	         -1040.7	         1000.01	        -40.6952
      43	 1.93634	0.991848	        -1042.27	          1001.6	        -40.6712
      44	 1.93769	 1.01009	        -1042.91	         1002.29	        -40.6147
      45	 1.93861	 1.02892	        -1043.33	         1002.77	        -40.5625
      46	 1.94037	  1.0447	        -1044.23	         1003.67	        -40.5504
      47	 1.94324	 1.05663	        -1045.74	         1005.15	        -40.5843
      48	 1.94634	 1.06727	        -1047.38	         1006.75	        -40.6356
      49	 1.94835	 1.08041	        -1048.45	         1007.78	        -40.6689
      50	 1.94841	 1.09833	        -1048.48	         1007.81	        -40.6674
      51	  1.9467	 1.12033	        -1047.56	         1006.93	        -40.6317
      52	 1.94438	 1.14281	        -1046.31	         1005.74	        -40.5741
      53	 1.94321	 1.16041	        -1045.66	         1005.14	        -40.5243
      54	 1.94465	 1.16868	         -1046.4	         1005.88	        -40.5256
